"Defunciones mensuales de la C.A. de Euskadi por grandes grupos CIE-10, mes, tramo edad cumplida, sexo y periodo"

"grandes grupos CIE-10","mes","tramo edad cumplida","sexo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","1 - 9","Mujeres",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","10 - 19","Hombres",2,0,0,0,0,0,1,0,0,0,0,1,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,1,0,0,1,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","20 - 29","Hombres",3,3,2,2,0,1,1,2,0,0,0,2,4,3
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","20 - 29","Mujeres",0,0,1,0,0,0,0,0,0,0,0,0,1,0
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","30 - 39","Hombres",3,8,2,2,2,2,3,4,1,4,2,2,0,2
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","30 - 39","Mujeres",0,0,1,0,0,0,0,0,0,0,0,0,1,2
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","40 - 49","Hombres",7,8,5,4,7,5,7,3,6,5,6,2,7,2
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","40 - 49","Mujeres",1,0,1,2,3,0,0,2,1,0,0,3,1,2
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","50 - 59","Hombres",4,10,9,4,6,4,1,2,7,6,8,4,3,8
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","50 - 59","Mujeres",0,2,5,2,1,0,0,3,1,5,3,4,0,2
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","60 - 69","Hombres",5,6,5,4,3,3,4,3,3,4,7,6,5,3
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","60 - 69","Mujeres",3,2,5,1,1,1,4,5,1,1,1,0,1,0
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","70 - 79","Hombres",6,11,5,4,6,8,6,6,3,3,3,3,5,4
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","70 - 79","Mujeres",0,2,3,2,3,0,3,7,3,4,2,4,4,1
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","80 - 89","Hombres",13,4,7,7,8,9,11,14,10,11,8,8,8,8
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre","80 - 89","Mujeres",2,10,5,10,10,6,5,7,13,8,4,8,6,7
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre",">= 90","Hombres",1,3,5,2,6,2,3,7,1,1,6,8,2,4
"XX. Causas externas de mortalidad (V01 - Y89)","Noviembre",">= 90","Mujeres",6,4,4,5,7,2,4,10,10,8,6,11,4,7
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","0","Hombres",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","10 - 19","Hombres",0,2,0,0,0,0,0,1,0,0,0,1,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","10 - 19","Mujeres",0,0,0,0,0,0,0,1,1,0,0,1,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","20 - 29","Hombres",3,4,3,2,1,2,1,1,0,1,2,1,1,2
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","20 - 29","Mujeres",2,0,1,0,0,1,1,0,0,0,0,0,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","30 - 39","Hombres",1,6,2,2,2,0,2,2,1,4,4,3,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","30 - 39","Mujeres",2,1,3,1,0,0,0,0,1,0,0,0,0,2
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","40 - 49","Hombres",6,4,5,4,2,8,5,1,6,1,5,7,6,2
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","40 - 49","Mujeres",0,2,4,1,0,1,2,4,1,2,3,0,2,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","50 - 59","Hombres",5,3,4,6,5,7,5,8,4,4,6,4,6,10
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","50 - 59","Mujeres",1,0,1,1,5,2,3,4,1,0,1,1,0,0
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","60 - 69","Hombres",8,1,3,4,3,6,4,3,4,6,6,4,5,6
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","60 - 69","Mujeres",2,1,2,2,0,0,4,1,1,0,2,1,4,1
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","70 - 79","Hombres",11,6,3,4,10,3,6,3,6,4,8,5,5,3
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","70 - 79","Mujeres",3,3,2,0,5,1,5,3,6,4,1,2,3,3
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","80 - 89","Hombres",4,11,6,8,16,6,14,16,4,9,4,10,6,5
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre","80 - 89","Mujeres",9,8,7,9,11,7,8,7,11,12,5,4,6,11
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre",">= 90","Hombres",1,0,4,3,3,3,3,2,7,9,4,4,6,5
"XX. Causas externas de mortalidad (V01 - Y89)","Diciembre",">= 90","Mujeres",7,3,5,3,2,8,5,12,3,8,9,6,7,7
"Covid-19 Confirmado","Enero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Enero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Covid-19 Confirmado","Enero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Enero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Enero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,8,8,1
"Covid-19 Confirmado","Enero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,4,0
"Covid-19 Confirmado","Enero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,13,32,1
"Covid-19 Confirmado","Enero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,14,9,0
"Covid-19 Confirmado","Enero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,37,58,4
"Covid-19 Confirmado","Enero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,23,33,1
"Covid-19 Confirmado","Enero","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,85,83,5
"Covid-19 Confirmado","Enero","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,69,74,7
"Covid-19 Confirmado","Enero",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,37,65,3
"Covid-19 Confirmado","Enero",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,62,78,8
"Covid-19 Confirmado","Febrero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Febrero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,3,2,0
"Covid-19 Confirmado","Febrero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Febrero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,5,4,0
"Covid-19 Confirmado","Febrero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,4,2,0
"Covid-19 Confirmado","Febrero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,22,12,0
"Covid-19 Confirmado","Febrero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,7,6,0
"Covid-19 Confirmado","Febrero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,53,29,2
"Covid-19 Confirmado","Febrero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,20,14,3
"Covid-19 Confirmado","Febrero","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,70,57,9
"Covid-19 Confirmado","Febrero","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,54,39,2
"Covid-19 Confirmado","Febrero",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,29,41,3
"Covid-19 Confirmado","Febrero",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,53,51,4
"Covid-19 Confirmado","Marzo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Marzo","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Covid-19 Confirmado","Marzo","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Marzo","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,4,0,1,0
"Covid-19 Confirmado","Marzo","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Marzo","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,2,1,0,0
"Covid-19 Confirmado","Marzo","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,6,1,1,0
"Covid-19 Confirmado","Marzo","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,30,14,5,0
"Covid-19 Confirmado","Marzo","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,6,5,4,1
"Covid-19 Confirmado","Marzo","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,71,17,13,2
"Covid-19 Confirmado","Marzo","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,32,11,2,2
"Covid-19 Confirmado","Marzo","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,124,26,17,4
"Covid-19 Confirmado","Marzo","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,68,20,12,3
"Covid-19 Confirmado","Marzo",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,42,16,10,3
"Covid-19 Confirmado","Marzo",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,51,13,10,7
"Covid-19 Confirmado","Abril","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Abril","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Abril","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,2,1,0,0
"Covid-19 Confirmado","Abril","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Covid-19 Confirmado","Abril","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,3,2,0,0
"Covid-19 Confirmado","Abril","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,7,6,2,0
"Covid-19 Confirmado","Abril","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,7,0,2,1
"Covid-19 Confirmado","Abril","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,41,9,8,1
"Covid-19 Confirmado","Abril","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,12,6,0,1
"Covid-19 Confirmado","Abril","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,98,32,7,1
"Covid-19 Confirmado","Abril","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,51,19,4,2
"Covid-19 Confirmado","Abril","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,169,27,27,6
"Covid-19 Confirmado","Abril","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,201,28,17,6
"Covid-19 Confirmado","Abril",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,88,13,10,5
"Covid-19 Confirmado","Abril",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,213,18,20,5
"Covid-19 Confirmado","Mayo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Mayo","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Mayo","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Covid-19 Confirmado","Mayo","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,1,6,2,0
"Covid-19 Confirmado","Mayo","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,4,1,0,0
"Covid-19 Confirmado","Mayo","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,6,16,5,1
"Covid-19 Confirmado","Mayo","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,3,10,1,1
"Covid-19 Confirmado","Mayo","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,22,22,8,4
"Covid-19 Confirmado","Mayo","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,7,19,13,3
"Covid-19 Confirmado","Mayo","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,23,15,32,4
"Covid-19 Confirmado","Mayo","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,34,14,31,6
"Covid-19 Confirmado","Mayo",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,2,2,21,3
"Covid-19 Confirmado","Mayo",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,33,7,33,10
"Covid-19 Confirmado","Junio","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Junio","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,2,2,0
"Covid-19 Confirmado","Junio","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Junio","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,1,7,4,0
"Covid-19 Confirmado","Junio","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,1,2,1,0
"Covid-19 Confirmado","Junio","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,7,12,15,3
"Covid-19 Confirmado","Junio","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,1,3,7,0
"Covid-19 Confirmado","Junio","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,3,5,24,5
"Covid-19 Confirmado","Junio","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,3,4,14,8
"Covid-19 Confirmado","Junio",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,2,5,22,4
"Covid-19 Confirmado","Junio",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,4,2,28,7
"Covid-19 Confirmado","Julio","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Covid-19 Confirmado","Julio","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Julio","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Covid-19 Confirmado","Julio","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,2,0
"Covid-19 Confirmado","Julio","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,1,2,4,1
"Covid-19 Confirmado","Julio","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,2,3,0
"Covid-19 Confirmado","Julio","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,5,27,1
"Covid-19 Confirmado","Julio","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,2,17,1
"Covid-19 Confirmado","Julio","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,1,11,59,4
"Covid-19 Confirmado","Julio","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,1,8,44,2
"Covid-19 Confirmado","Julio",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,5,33,2
"Covid-19 Confirmado","Julio",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,5,54,3
"Covid-19 Confirmado","Agosto","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Agosto","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Agosto","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Agosto","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Agosto","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,3,2,0,0
"Covid-19 Confirmado","Agosto","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Covid-19 Confirmado","Agosto","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,2,7,4,1
"Covid-19 Confirmado","Agosto","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,3,5,0,1
"Covid-19 Confirmado","Agosto","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,6,18,9,4
"Covid-19 Confirmado","Agosto","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,2,5,2,4
"Covid-19 Confirmado","Agosto","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,21,31,21,12
"Covid-19 Confirmado","Agosto","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,16,17,15,10
"Covid-19 Confirmado","Agosto",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,9,13,12,5
"Covid-19 Confirmado","Agosto",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,14,28,19,14
"Covid-19 Confirmado","Septiembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Septiembre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Covid-19 Confirmado","Septiembre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Covid-19 Confirmado","Septiembre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,1,4,0,0
"Covid-19 Confirmado","Septiembre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,2,3,0,1
"Covid-19 Confirmado","Septiembre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,7,5,1,0
"Covid-19 Confirmado","Septiembre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,6,4,1,0
"Covid-19 Confirmado","Septiembre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,30,7,5,9
